# Échantillon « alternance » — 22 août 2026, combats 1552052456 et 1552052503.
# `wakfu.log` SEUL, session entière depuis son `log path=`, dans l'ordre EXACT
# du fichier (ADR 0008). Deux clients depuis la même installation launcher.
# Produit par `tools/capture-multi-account.sh` : noms des Personnages joués,
# ID d'entité, chemins et IP locale anonymisés, et canaux filtrés en liste
# blanche — aucune retouche à la main, contrairement à `revive2`.
#
# ⚠️ Les alias sont PAR CAPTURE : ici PJ1 est l'Eniripsa (breed 7) et PJ2
# l'Enutrof (breed 3). Ce sont les mêmes personnages que PJ4 et PJ3 de
# `revive2-2026-08-21`, dans l'autre sens. Leurs ID d'entité, eux, sont stables
# d'un jour à l'autre — `ENTITE2` et `ENTITE3` ici — ce qui reprolonge l'ADR
# 0002 à travers un redémarrage de PC.
#
# CE QUE CET ÉCHANTILLON ÉTABLIT
#
#  1. LE COMPTAGE TOMBE JUSTE CONTRE UNE VÉRITÉ TERRAIN NOTÉE À LA MAIN.
#     Combat 1552052456 : 12 lignes `reportée` brutes, `k=2`, donc 6 fins de
#     tour — et Damien a joué 3 rounds complets à deux personnages, soit
#     exactement 6 tours. C'est la première vérification de la règle de lecture
#     de `k` hors des fixtures, sur de vrais pseudos et de vrais ID d'entité.
#     Le Tour courant y va de 1 à 4, un cran par bouclage.
#
#  2. LES DEUX CLIENTS ÉCRIVENT EN ALTERNANCE — ce qui CONTREDIT `revive2`.
#     Les deux copies de chaque frontière sont à 3-47 ms et 1 à 8 lignes
#     d'écart, là où `revive2` les avait à 345 lignes, par blocs. Le phénomène
#     des blocs ne s'est donc PAS reproduit sur une seconde session, même
#     installation, mêmes personnages. Conséquence : la règle « `k` monte → on
#     rejoue le combat » n'est pas exercée ici — `k` monte de 1 à 2 pendant la
#     rafale d'ouverture, 12 s avant la première frontière, ce qui est le chemin
#     nominal de l'ADR 0009. La réserve du ticket sur le mécanisme des blocs
#     reste donc entière, avec maintenant une session pour et une contre.
#
#  3. LES ENTITÉS N'ARRIVENT PAS ENSEMBLE, mesuré une fois de plus : PJ1
#     rejoint à 14:29:53,248 et PJ2 à 14:29:55,749, 2,5 s plus tard. Lire `k`
#     comme le nombre d'entités jouées vues donnerait 1, et l'overlay deux fois
#     trop rapide.
#
#  4. LES DEUX COPIES D'UNE FRONTIÈRE NE PORTENT PAS LA MÊME VALEUR : `59` puis
#     `60` à 3 ms, `123` puis `124` à 17 ms. Dédupliquer sur le texte est faux.
#
#  5. UNE INVOCATION EST DANS LE ROSTER, PAS DANS LA ROTATION. Le `Phorreur`
#     du premier combat porte `obstacleId : 3` et `isControlledByAI=true`, et
#     n'a fait avancer aucun tour.
#
# CE QU'IL PORTE ET QUI EST HORS PÉRIMÈTRE — le combat 1552052503
#
#  6. UN CLIENT FERMÉ PUIS RELANCÉ EN PLEIN COMBAT. Il écrit
#     `Reason : {Quit Request From Client}` puis `{UI Closed}` à 33 ms, un
#     nouveau `log path=`, et en rejoignant il RÉÉMET UNE RAFALE `[_FL_]`
#     ENTIÈRE du même `fightId`, invocation comprise — ce que la grammaire
#     disait ignorer. Trois conséquences, toutes visibles ici : le marqueur
#     d'arrêt d'un seul client referme le combat alors que l'autre y est encore
#     (le `End fight` n'arrive que 29 s plus tard) ; le nouveau `log path=`
#     déplace la borne de session APRÈS l'ouverture du combat ; et la rafale du
#     rejoignant est une copie de plus, donc `k` se lit à 3 pour deux clients.
#     Le cas est ÉCARTÉ DU PÉRIMÈTRE — les fenêtres du jeu ne sont pas censées
#     se fermer en plein combat. Voir « Points de rupture connus ».
#
#  7. DEUX MONSTRES HOMONYMES dans un vrai log : deux `Mama Wapin`, `ENTITE5`
#     et `ENTITE6`. Le nom n'est pas un identifiant, et l'ID les sépare.
#
# Réserve : aucun pseudo à apostrophe ni à tiret, ici non plus. Rien ne teste
# encore ce qu'un nom comme `Thor'Rompiche` subit dans une ligne de combat.
 WARN 14:29:55,637 [AWT-EventQueue-0] (bvm:58) - Pas de cible sur laquelle appliquer les HMI pour l'effet 400
 WARN 14:29:55,673 [AWT-EventQueue-0] (aXm:191) - Unable to find a valid RunningEffectManager to apply effect d'id -5
 WARN 14:29:55,673 [AWT-EventQueue-0] (aXm:191) - Unable to find a valid RunningEffectManager to apply effect d'id 252845
 WARN 14:29:55,674 [AWT-EventQueue-0] (aXm:191) - Unable to find a valid RunningEffectManager to apply effect d'id 329136
 WARN 14:29:55,674 [AWT-EventQueue-0] (aXm:191) - Unable to find a valid RunningEffectManager to apply effect d'id 329137
 WARN 14:29:55,674 [AWT-EventQueue-0] (aXm:191) - Unable to find a valid RunningEffectManager to apply effect d'id 384426
 INFO 14:29:55,674 [AWT-EventQueue-0] (UP:73) - WakfuGameCalendar : adding periodic ClimateUpdateEvent event, period= 12 minutes 
 INFO 14:29:55,690 [AWT-EventQueue-0] (ciD:117) - NetInFight Added
 INFO 14:29:55,690 [AWT-EventQueue-0] (ciD:117) - NetInFight Added
 INFO 14:29:55,749 [AWT-EventQueue-0] (faw:1405) - [_FL_] fightId=1552052456 PJ2 breed : 3 [ENTITE3] isControlledByAI=false obstacleId : -1 join the fight at {Point3 : (3, -3, 1)}
 INFO 14:29:55,769 [AWT-EventQueue-0] (aXI:47) - CREATION DU COMBAT
 INFO 14:29:55,776 [AWT-EventQueue-0] (faw:1405) - [_FL_] fightId=1552052456 Mama Wapin breed : 5456 [ENTITE1] isControlledByAI=true obstacleId : -1 join the fight at {Point3 : (6, -8, 1)}
 INFO 14:29:55,782 [AWT-EventQueue-0] (faw:1405) - [_FL_] fightId=1552052456 PJ1 breed : 7 [ENTITE2] isControlledByAI=false obstacleId : -1 join the fight at {Point3 : (4, -2, 2)}
 INFO 14:29:55,788 [AWT-EventQueue-0] (faw:1405) - [_FL_] fightId=1552052456 PJ2 breed : 3 [ENTITE3] isControlledByAI=false obstacleId : -1 join the fight at {Point3 : (3, -3, 1)}
 WARN 14:29:57,565 [AWT-EventQueue-0] (cky:29) - The fight with the id 1552052457 has not been found
 WARN 14:29:57,574 [AWT-EventQueue-0] (cky:29) - The fight with the id 1552052457 has not been found
 INFO 14:29:59,041 [AWT-EventQueue-0] (cjr:53) - Unserializing effects for fighter 10910227, byte size : 3607
 INFO 14:29:59,050 [AWT-EventQueue-0] (cjr:53) - Unserializing effects for fighter 10910227, byte size : 3607
 INFO 14:29:59,054 [AWT-EventQueue-0] (cjr:53) - Unserializing effects for fighter 10662067, byte size : 19307
 INFO 14:29:59,077 [AWT-EventQueue-0] (cjr:53) - Unserializing effects for fighter 10662067, byte size : 19307
 INFO 14:29:59,740 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Invoque un(e) Phorreur 
 INFO 14:29:59,741 [AWT-EventQueue-0] (eXG:105) - Instanciation d'une nouvelle invocation avec un id de -1706442038280937
 INFO 14:29:59,741 [AWT-EventQueue-0] (faw:1405) - [_FL_] fightId=1552052456 Phorreur breed : 1384 [ENTITE4] isControlledByAI=true obstacleId : 3 join the fight at {Point3 : (3, -4, 1)}
 INFO 14:29:59,786 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Invoque un(e) Phorreur 
 INFO 14:29:59,786 [AWT-EventQueue-0] (eXG:105) - Instanciation d'une nouvelle invocation avec un id de -1706442038280937
 INFO 14:29:59,788 [AWT-EventQueue-0] (faw:1405) - [_FL_] fightId=1552052456 Phorreur breed : 1384 [ENTITE4] isControlledByAI=true obstacleId : 3 join the fight at {Point3 : (3, -4, 1)}
 INFO 14:29:59,790 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 PA (Force vitale)
 INFO 14:29:59,791 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 30 % Soins réalisés (Ponction)
 INFO 14:29:59,832 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 PA (Force vitale)
 INFO 14:29:59,832 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 30 % Soins réalisés (Ponction)
 WARN 14:30:00,244 [AWT-EventQueue-0] (aVt:481) - Impossible de trouver l'icone d'URL jar:file:./contents/gui_jar/gui.jar!/miscellaneous/itemTypes/112.tga
 INFO 14:30:02,314 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1 lance le sort Flamme purificatrice
 INFO 14:30:02,339 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1 lance le sort Flamme purificatrice
 INFO 14:30:04,205 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: +0 PV (Feu)
 INFO 14:30:04,210 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:04,211 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: +0 PV (Feu)
 INFO 14:30:04,212 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:04,224 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Marque unt (Niv. 41)
 INFO 14:30:04,225 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: 1 PM (Marque unt)
 INFO 14:30:04,229 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: Marque unt (Niv. 41)
 INFO 14:30:04,230 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PM (Marque unt)
 INFO 14:30:04,242 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: +0 PV (Feu)
 INFO 14:30:04,246 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:04,247 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: +0 PV (Feu)
 INFO 14:30:04,249 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:04,251 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Marque unt (Niv. 41)
 INFO 14:30:04,253 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: 1 PM (Marque unt)
 INFO 14:30:04,254 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: Marque unt (Niv. 41)
 INFO 14:30:04,255 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PM (Marque unt)
 INFO 14:30:05,302 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 0 PW (Grâce naturelle)
 INFO 14:30:05,304 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Bonus de grâce (+10 Niv.)
 INFO 14:30:05,307 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] 63 secondes reportées pour le tour suivant.
 INFO 14:30:05,340 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 0 PW (Grâce naturelle)
 INFO 14:30:05,341 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Bonus de grâce (+10 Niv.)
 INFO 14:30:05,343 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] 63 secondes reportées pour le tour suivant.
 INFO 14:30:08,363 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur lance le sort Excavation de Rubis
 INFO 14:30:08,385 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur lance le sort Excavation de Rubis
 INFO 14:30:08,979 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Gisement de rubis
 INFO 14:30:08,983 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Gisement de rubis
 INFO 14:30:10,463 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: +0 PV (Feu) (Marque unt)
 INFO 14:30:10,464 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:10,465 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: +0 PV (Feu) (Marque unt)
 INFO 14:30:10,467 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:10,467 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: n'est plus sous l'emprise de 'Marque unt'
 INFO 14:30:10,469 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PA
 INFO 14:30:10,470 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PM
 INFO 14:30:10,474 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement de saphir
 INFO 14:30:10,475 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement de diamant
 INFO 14:30:10,476 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement d'or
 INFO 14:30:10,485 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: +0 PV (Feu) (Marque unt)
 INFO 14:30:10,486 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:10,487 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: +0 PV (Feu) (Marque unt)
 INFO 14:30:10,488 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:10,488 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: n'est plus sous l'emprise de 'Marque unt'
 INFO 14:30:10,489 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PA
 INFO 14:30:10,490 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PM
 INFO 14:30:10,496 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement de saphir
 INFO 14:30:10,497 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement de diamant
 INFO 14:30:10,498 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement d'or
 INFO 14:30:12,656 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2 lance le sort Braise
 INFO 14:30:12,686 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2 lance le sort Braise
 INFO 14:30:14,492 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] 59 secondes reportées pour le tour suivant.
 INFO 14:30:14,495 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] 60 secondes reportées pour le tour suivant.
 INFO 14:30:14,889 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: +0 PV (Feu) (Marque unt)
 INFO 14:30:14,890 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:14,891 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: +0 PV (Feu) (Marque unt)
 INFO 14:30:14,892 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:14,893 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: +6 PV (Feu) (Marque unt)
 INFO 14:30:14,895 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: +0 PV (Feu) (Marque unt)
 INFO 14:30:14,896 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:14,897 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: +0 PV (Feu) (Marque unt)
 INFO 14:30:14,897 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Propagateur (+11 Niv.)
 INFO 14:30:14,898 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:14,899 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:14,899 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: +6 PV (Feu) (Marque unt)
 INFO 14:30:14,899 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: n'est plus sous l'emprise de 'Marque unt'
 INFO 14:30:14,901 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Propagateur (+11 Niv.)
 INFO 14:30:14,901 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: 0 PW (Chasseur de trésor)
 INFO 14:30:14,902 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,903 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,903 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV (Neutre) (Ponction)
 INFO 14:30:14,903 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,903 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,903 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: n'est plus sous l'emprise de 'Marque unt'
 INFO 14:30:14,905 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: 0 PW (Chasseur de trésor)
 INFO 14:30:14,905 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,906 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,906 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,907 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Bourse (Chasseur de trésor)
 INFO 14:30:14,917 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 PA (Force vitale)
 WARN 14:30:14,920 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 WARN 14:30:14,920 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 WARN 14:30:14,921 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 WARN 14:30:14,921 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 INFO 14:30:14,923 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 PA (Force vitale)
 WARN 14:30:14,977 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 WARN 14:30:14,977 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 WARN 14:30:14,977 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 WARN 14:30:14,977 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7002 : la definition n'est pas chargee
 INFO 14:30:17,315 [AWT-EventQueue-0] (frH:215) - [NATION] Trying to remove 11577593 from {Nation id=0} after a disconnection but he's not in it
 INFO 14:30:17,393 [AWT-EventQueue-0] (frH:215) - [NATION] Trying to remove 11577593 from {Nation id=0} after a disconnection but he's not in it
 INFO 14:30:18,595 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1 lance le sort Jouvence
 INFO 14:30:18,658 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1 lance le sort Jouvence
 INFO 14:30:20,296 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Jouvence (Niv. 702)
 INFO 14:30:20,297 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 2 PM
 INFO 14:30:20,298 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 15 % Soins réalisés
 INFO 14:30:20,298 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 702 Esquive
 INFO 14:30:20,356 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Jouvence (Niv. 702)
 INFO 14:30:20,358 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 2 PM
 INFO 14:30:20,359 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 15 % Soins réalisés
 INFO 14:30:20,360 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 702 Esquive
 INFO 14:30:20,636 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 PM (Bourse d'Enutrof)
 INFO 14:30:20,637 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: +1 PV (Lumière) (Feu) (Bourse d'Enutrof)
 INFO 14:30:20,643 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Gisement de rubis (Niv. 1)
 INFO 14:30:20,643 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 10 Volonté
 INFO 14:30:20,644 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 Portée
 INFO 14:30:20,646 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Trésors (+1 Niv.) (Gisement consommé)
 INFO 14:30:20,756 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 PM (Bourse d'Enutrof)
 INFO 14:30:20,763 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: +1 PV (Lumière) (Feu) (Bourse d'Enutrof)
 INFO 14:30:20,769 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Gisement de rubis (Niv. 1)
 INFO 14:30:20,770 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 10 Volonté
 INFO 14:30:20,771 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 1 Portée
 INFO 14:30:20,773 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Trésors (+1 Niv.) (Gisement consommé)
 INFO 14:30:22,414 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 0 PW (Grâce naturelle)
 INFO 14:30:22,416 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Bonus de grâce (+20 Niv.)
 INFO 14:30:22,417 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] 94 secondes reportées pour le tour suivant.
 INFO 14:30:22,456 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: 0 PW (Grâce naturelle)
 INFO 14:30:22,458 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: Bonus de grâce (+20 Niv.)
 INFO 14:30:22,464 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] 94 secondes reportées pour le tour suivant.
 INFO 14:30:23,471 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Mama Wapin lance le sort Coup de la Mama
 INFO 14:30:23,498 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Mama Wapin lance le sort Coup de la Mama
 INFO 14:30:24,777 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: -4 PV (Eau)
 INFO 14:30:24,797 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: -4 PV (Eau)
 INFO 14:30:25,199 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: est poussé de 1 case
 INFO 14:30:25,199 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Mama Wapin lance le sort Coup de la Mama
 INFO 14:30:25,206 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: est poussé de 1 case
 INFO 14:30:25,207 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Mama Wapin lance le sort Coup de la Mama
 INFO 14:30:26,402 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV  (Eau)
 INFO 14:30:26,480 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: -1 PV  (Eau)
 INFO 14:30:26,805 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: est poussé de 1 case
 INFO 14:30:26,878 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ1: est poussé de 1 case
 INFO 14:30:30,183 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur lance le sort Excavation de Diamant
 INFO 14:30:30,206 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur lance le sort Excavation de Diamant
 INFO 14:30:30,795 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Gisement de diamant
 INFO 14:30:30,804 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Gisement de diamant
 INFO 14:30:30,908 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PA
 INFO 14:30:30,909 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PM
 INFO 14:30:30,911 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PA
 INFO 14:30:30,912 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] Phorreur: 1 PM
 INFO 14:30:30,915 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Big Bourse
 INFO 14:30:30,916 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Big Bourse
 INFO 14:30:30,916 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Big Bourse
 INFO 14:30:30,916 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Big Bourse
 INFO 14:30:30,917 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement de rubis
 INFO 14:30:30,917 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Big Bourse
 INFO 14:30:30,917 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: Pose le Glyphe Big Bourse
 INFO 14:30:30,918 [AWT-EventQueue-0] (aPV:174) - [Information (combat)] PJ2: excave un Gisement de rubis
 WARN 14:30:30,919 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7003 : la definition n'est pas chargee
 WARN 14:30:30,920 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7003 : la definition n'est pas chargee
 WARN 14:30:30,920 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7003 : la definition n'est pas chargee
 WARN 14:30:30,971 [AWT-EventQueue-0] (arx:744) - Impossible de récupérer la duree de l'animation 7_AnimStatique dans jar:file:./contents/animations/interactives/interactives.jar!/7003 : la definition n'est pas chargee
